course_difficulty,course_type,age_group,past_course_history,weekly_login_frequency,avg_time_per_session_minutes,device_used,course_length_hours,has_certification,completion
medium,reading,18-25,19,2,40.2201584787486,mobile,3,N,Y
hard,video,26-35,20,2,30.73171850920398,desktop,20,N,N
easy,coding,46-60,14,7,48.25144480069276,mobile,10,N,Y
easy,video,36-45,7,6,16.151187284949494,mobile,30,N,Y
easy,video,18-25,12,3,12.285878720257582,mobile,10,N,N
medium,video,36-45,8,1,22.605393048293195,mobile,15,N,Y
hard,video,46-60,13,2,13.38466862358824,mobile,5,N,Y
easy,video,26-35,17,4,13.407181266860668,desktop,10,N,Y
hard,video,18-25,7,4,37.45860912551851,desktop,8,N,Y
medium,video,18-25,10,1,29.9498544790481,mobile,30,N,N
medium,coding,46-60,0,0,24.243828279548893,mobile,30,Y,Y
medium,video,26-35,15,3,25.356448832334813,desktop,5,N,N
easy,video,18-25,10,6,22.833148028083926,desktop,15,N,Y
medium,reading,18-25,9,1,49.80443001382852,mobile,15,N,N
easy,video,18-25,11,3,21.17393150828356,desktop,10,Y,Y
easy,video,46-60,4,1,14.134393223000409,mobile,3,N,N
hard,video,36-45,12,1,39.55260740983593,desktop,15,N,Y
medium,coding,46-60,15,4,27.410932519826147,mobile,20,N,N
easy,video,18-25,7,2,54.465284265814624,desktop,8,N,Y
medium,reading,36-45,2,2,23.685532334470377,desktop,10,N,Y
medium,reading,36-45,8,7,40.1518101570815,mobile,3,N,Y
hard,video,26-35,4,1,42.98636796719166,desktop,30,Y,Y
easy,coding,18-25,7,1,23.743970013575957,desktop,3,N,Y
easy,video,36-45,13,7,21.08495078509157,desktop,5,N,Y
easy,video,26-35,2,4,38.896398371170854,mobile,5,N,N
easy,coding,26-35,15,0,36.89870301496717,desktop,20,Y,Y
easy,combined,26-35,4,3,13.072678791468881,mobile,15,N,N
hard,video,46-60,18,4,16.45877236434335,desktop,1,Y,Y
easy,reading,26-35,15,2,2.0,mobile,5,N,Y
medium,combined,18-25,5,4,37.14464224774563,mobile,20,Y,Y
hard,reading,46-60,11,5,26.858073682371053,mobile,8,N,N
hard,combined,26-35,2,2,28.054194948296615,desktop,1,N,N
easy,combined,26-35,2,6,9.702670827577762,mobile,30,N,Y
hard,reading,36-45,20,3,16.822771762928085,mobile,5,N,Y
hard,video,46-60,16,7,24.264493049189205,mobile,10,Y,Y
medium,reading,18-25,3,0,21.93209279822615,mobile,5,Y,Y
medium,coding,26-35,5,2,31.414032906211574,mobile,15,N,Y
hard,combined,18-25,4,5,37.00161751958177,desktop,20,N,N
hard,combined,26-35,8,7,57.235350831422366,desktop,8,N,N
medium,video,18-25,6,1,29.759795639628894,desktop,15,N,N
hard,reading,18-25,6,7,43.38483195716334,desktop,30,N,Y
medium,coding,36-45,11,1,20.040326676242703,mobile,20,Y,Y
hard,video,46-60,3,3,9.900644220295732,mobile,8,N,Y
hard,reading,36-45,18,2,25.772380239478505,mobile,8,N,N
easy,video,26-35,15,3,10.827339385509102,desktop,20,Y,N
medium,combined,18-25,15,7,30.17607800602924,mobile,1,N,Y
medium,video,26-35,3,5,20.63455050589602,mobile,1,Y,Y
medium,coding,36-45,14,6,6.548743358944975,desktop,5,Y,Y
hard,video,26-35,17,2,50.83230175032213,mobile,20,Y,Y
medium,reading,26-35,3,7,23.54925944273544,mobile,5,N,Y
medium,coding,26-35,15,3,10.348568364669624,mobile,5,N,Y
medium,video,26-35,7,5,40.77806148608748,desktop,15,Y,Y
easy,video,36-45,16,5,21.256627649528575,mobile,5,Y,Y
hard,video,36-45,10,5,43.081992404287945,mobile,8,Y,Y
easy,reading,36-45,16,4,21.199267983863407,mobile,10,N,Y
medium,video,18-25,3,3,23.509227716846432,desktop,5,N,Y
medium,reading,26-35,8,5,34.13798051372456,mobile,40,N,N
medium,reading,26-35,5,7,37.11863256844932,desktop,5,Y,Y
easy,video,36-45,5,3,39.22180484808718,mobile,20,Y,Y
hard,video,18-25,6,4,28.92310633524805,mobile,10,N,Y
easy,video,18-25,8,1,36.343400658655,desktop,3,N,Y
medium,video,18-25,2,2,38.947543283081046,mobile,3,Y,N
easy,reading,26-35,14,6,32.406829662802195,mobile,10,N,Y
medium,video,26-35,11,5,28.288102640828445,desktop,8,Y,Y
easy,combined,18-25,17,1,12.656460621226437,mobile,5,Y,Y
medium,video,46-60,14,4,37.19008988135987,mobile,30,Y,N
hard,reading,18-25,3,6,30.50608438969381,desktop,10,Y,Y
medium,reading,36-45,1,0,25.03660977179151,desktop,30,N,Y
medium,combined,18-25,8,0,45.33319636309992,mobile,5,Y,Y
easy,combined,46-60,10,3,12.865996405040214,mobile,5,N,Y
easy,combined,26-35,5,5,49.72843578437863,mobile,10,N,Y
medium,reading,36-45,16,2,29.732720656386412,mobile,5,Y,N
medium,video,36-45,12,6,33.81021814203478,mobile,5,N,Y
medium,video,18-25,15,6,25.25947062563675,mobile,3,N,Y
medium,combined,26-35,2,4,9.995125049720038,desktop,3,N,N
medium,video,26-35,17,3,28.324681218410642,mobile,20,Y,Y
easy,video,18-25,4,0,34.01693888271351,mobile,5,Y,Y
easy,reading,46-60,9,6,38.11470535683113,mobile,40,N,Y
medium,video,36-45,9,7,27.623601618733183,mobile,5,N,Y
easy,video,60+,17,3,3.6895219055469823,desktop,8,Y,Y
medium,coding,18-25,5,4,11.500063865008492,mobile,8,N,Y
medium,reading,18-25,5,6,54.62423548515953,mobile,10,N,Y
medium,video,46-60,7,5,16.889568194734615,mobile,20,N,Y
medium,reading,18-25,7,1,47.124593498870496,mobile,20,N,N
hard,video,26-35,3,5,18.790959150988854,mobile,1,N,Y
medium,coding,18-25,3,7,27.81052908326559,mobile,8,N,Y
easy,video,18-25,4,6,37.502499115198844,desktop,20,N,Y
medium,video,18-25,9,3,20.157666641029515,desktop,1,N,Y
medium,video,26-35,7,4,49.106581629108646,desktop,10,N,Y
easy,video,26-35,8,2,30.90874029682093,mobile,5,N,Y
easy,video,18-25,15,5,35.53021015559604,mobile,8,N,Y
hard,reading,26-35,5,1,26.78871590377049,desktop,8,N,N
hard,video,36-45,19,2,37.90464344420509,desktop,8,Y,N
medium,video,18-25,15,2,48.94551287819835,mobile,20,Y,Y
easy,reading,36-45,3,2,28.424568748521427,desktop,10,N,Y
easy,coding,18-25,6,2,50.75655348899083,mobile,30,N,N
hard,video,18-25,3,0,22.660850299450587,mobile,15,N,N
medium,video,18-25,5,5,39.16915247222052,mobile,8,N,N
medium,coding,18-25,7,3,35.8693720349166,desktop,10,N,Y
easy,video,26-35,2,7,17.17701512781157,mobile,8,Y,Y
medium,video,18-25,0,1,32.56571645564798,mobile,20,Y,Y
medium,combined,18-25,9,5,30.088391254204474,desktop,5,N,Y
medium,video,26-35,14,1,19.76169388467786,mobile,30,Y,N
medium,video,36-45,6,4,34.29602921032952,mobile,10,Y,Y
medium,coding,46-60,18,3,31.75547455330221,mobile,15,N,Y
easy,video,18-25,7,3,29.1289566323134,desktop,10,N,N
hard,reading,26-35,18,5,29.17707037129578,mobile,10,N,Y
easy,reading,26-35,4,6,28.919876892916566,mobile,15,N,Y
medium,video,36-45,11,2,25.58760454504407,mobile,15,Y,N
hard,video,18-25,16,6,31.678009140179782,mobile,5,N,Y
medium,combined,18-25,1,1,22.273029451634635,desktop,10,N,Y
hard,video,26-35,19,2,61.88171389763999,desktop,8,N,N
hard,coding,36-45,7,2,13.08800105441621,desktop,15,N,Y
hard,video,46-60,10,7,22.983167073186493,desktop,10,N,Y
hard,reading,26-35,13,0,23.931094745076713,desktop,5,Y,Y
medium,video,36-45,13,3,54.48592097189445,desktop,15,N,Y
medium,video,18-25,0,3,14.158384200270008,mobile,10,N,N
medium,combined,18-25,18,6,35.11106757583332,mobile,10,N,Y
medium,reading,26-35,13,3,32.98072878055848,desktop,15,N,Y
hard,video,18-25,20,7,34.00322765609458,mobile,15,Y,Y
medium,reading,36-45,9,5,44.83611795133128,mobile,15,Y,N
hard,video,18-25,12,5,44.58995231696506,mobile,5,N,Y
hard,video,36-45,9,6,24.58851808175859,mobile,3,N,Y
easy,video,18-25,18,1,32.32820939392789,desktop,15,N,Y
medium,reading,36-45,17,3,7.630775614174272,mobile,5,Y,N
hard,reading,26-35,19,4,31.18911610226315,mobile,3,N,Y
easy,combined,18-25,10,1,20.47212686601697,desktop,3,N,Y
medium,coding,18-25,16,0,27.763410888473803,desktop,8,N,N
hard,reading,46-60,7,1,9.77553762219966,mobile,40,N,Y
medium,coding,18-25,9,6,34.85846744062891,mobile,5,N,N
easy,video,26-35,15,5,9.641175653092706,desktop,5,N,Y
hard,video,18-25,1,2,31.779415281499038,desktop,30,N,Y
medium,combined,26-35,14,5,15.281932883729407,mobile,30,N,N
medium,video,18-25,0,5,19.804307578369382,mobile,5,N,N
easy,coding,36-45,12,6,43.85678523054195,mobile,20,N,N
medium,coding,18-25,10,7,37.055015350963465,desktop,3,N,Y
medium,reading,46-60,9,7,43.79043765204651,mobile,20,Y,Y
hard,coding,18-25,10,1,48.716725590015486,mobile,1,N,Y
easy,video,26-35,10,6,20.72593551432282,desktop,8,Y,Y
easy,video,36-45,8,3,47.98765994929046,desktop,5,Y,Y
easy,reading,46-60,9,3,12.413932125853183,desktop,15,N,Y
easy,coding,36-45,11,5,38.95320401453884,mobile,1,N,Y
easy,coding,18-25,16,4,24.07994742480034,desktop,10,Y,N
medium,video,18-25,11,3,18.836398288328205,mobile,15,Y,Y
medium,video,26-35,13,7,37.37363840765331,desktop,1,N,Y
medium,combined,26-35,17,1,41.33941830203056,mobile,20,Y,Y
easy,reading,26-35,20,0,40.983220639758535,mobile,8,N,Y
easy,reading,18-25,2,0,32.5783186667375,mobile,5,N,Y
easy,video,18-25,14,6,31.58348761595087,desktop,5,Y,Y
easy,video,18-25,4,3,36.322399028398834,desktop,8,N,Y
easy,video,36-45,4,3,33.645168906206294,desktop,5,N,N
easy,video,36-45,16,5,36.49627007503177,mobile,10,Y,Y
hard,reading,18-25,1,3,32.44799353332857,desktop,15,Y,N
hard,combined,18-25,17,4,40.113405894076365,desktop,8,N,Y
medium,video,18-25,16,0,10.473506321394865,mobile,8,Y,Y
medium,video,18-25,20,1,28.424718298963366,mobile,20,N,Y
easy,video,18-25,14,7,13.393842073852966,mobile,8,N,Y
easy,video,46-60,18,3,33.32042421125862,mobile,15,Y,Y
easy,combined,18-25,2,1,49.70316211024437,mobile,20,Y,Y
medium,coding,18-25,18,2,24.31098261663638,desktop,5,Y,Y
easy,video,26-35,3,2,31.527024363566582,desktop,15,N,Y
easy,combined,26-35,6,2,39.07784057905967,desktop,30,N,Y
medium,video,18-25,2,2,5.187324818801706,mobile,10,N,N
medium,video,26-35,8,5,23.734674214269745,desktop,40,Y,Y
easy,reading,18-25,15,0,34.374187911274205,mobile,8,N,Y
medium,video,26-35,5,2,2.0,mobile,10,Y,Y
hard,coding,36-45,17,3,18.278298083100346,mobile,8,N,Y
easy,coding,18-25,12,4,43.21029568057547,desktop,1,N,Y
hard,reading,26-35,13,7,42.0359628054087,desktop,40,N,Y
hard,reading,36-45,19,7,34.4918187284412,mobile,5,Y,N
easy,coding,26-35,9,2,40.586371679318134,mobile,40,N,Y
hard,coding,18-25,7,4,32.581250813057565,mobile,15,N,Y
hard,combined,18-25,20,0,36.66473888930778,desktop,30,N,Y
easy,coding,18-25,11,4,26.212155493912633,desktop,30,N,Y
easy,video,18-25,12,1,31.389752195065114,mobile,10,N,Y
easy,video,36-45,6,0,22.41155536301013,desktop,40,Y,N
medium,video,26-35,4,5,45.16180013018776,desktop,20,Y,N
easy,reading,36-45,3,1,48.25871291402642,desktop,10,N,Y
medium,reading,36-45,4,3,46.55895360836488,mobile,15,N,N
medium,video,46-60,4,0,25.10269485986565,mobile,5,N,Y
medium,coding,26-35,15,5,18.55471152761895,desktop,1,N,Y
hard,reading,18-25,1,6,45.32368392900196,mobile,5,N,N
medium,coding,18-25,13,4,36.526886431096955,mobile,8,N,Y
medium,video,36-45,19,6,33.94301209828371,desktop,5,N,Y
medium,reading,18-25,16,3,22.39641498065825,desktop,10,N,Y
hard,combined,18-25,8,1,35.10796575164118,mobile,15,N,Y
easy,coding,26-35,1,1,16.97666328405678,mobile,15,N,Y
medium,combined,36-45,17,1,37.60874827294838,mobile,20,N,N
easy,video,36-45,0,1,46.54664039527452,desktop,30,N,Y
hard,coding,26-35,14,2,49.57254652689543,mobile,20,N,Y
medium,reading,18-25,14,1,38.50228864931779,mobile,15,N,N
easy,reading,36-45,4,4,13.41574140454654,desktop,5,N,Y
medium,coding,26-35,15,1,32.36796157135226,mobile,30,N,Y
easy,combined,18-25,3,4,55.67618092869256,mobile,5,Y,Y
easy,video,18-25,4,2,19.57666091469259,mobile,5,Y,Y
medium,video,60+,17,5,29.289821125077395,mobile,8,N,Y
medium,video,26-35,20,4,46.962292221611726,mobile,10,N,N
easy,coding,46-60,5,7,37.40560706488303,mobile,15,N,Y
medium,coding,36-45,19,3,59.761875893821255,desktop,1,Y,N
medium,coding,36-45,19,2,21.20556740125694,mobile,20,N,Y
easy,coding,26-35,16,4,18.12293057111014,mobile,5,Y,Y
medium,reading,26-35,2,5,44.689505230022085,mobile,5,N,Y
easy,video,26-35,6,3,15.649456460741568,mobile,8,N,Y
medium,reading,18-25,14,4,27.638784134189564,desktop,8,N,Y
hard,coding,18-25,20,3,29.212241461685082,desktop,20,Y,Y
medium,combined,46-60,17,2,42.431873680631064,desktop,1,N,Y
easy,combined,36-45,8,2,37.37121561630296,desktop,5,N,Y
medium,video,18-25,4,7,35.48477897012235,mobile,1,Y,Y
easy,video,26-35,20,5,25.17082946518,mobile,20,N,N
medium,reading,18-25,5,0,44.580048228983316,mobile,40,N,N
hard,coding,18-25,7,7,78.30988851272717,mobile,15,Y,Y
easy,video,18-25,20,5,38.295385187074984,mobile,10,Y,Y
hard,coding,18-25,11,0,31.19606649056204,mobile,30,N,N
easy,video,26-35,5,5,14.425644348094075,desktop,5,N,Y
medium,video,26-35,0,4,22.35022260819416,desktop,3,Y,Y
easy,video,36-45,9,7,27.43547719263235,desktop,10,Y,Y
medium,coding,26-35,20,3,23.58479711679441,desktop,5,N,N
easy,coding,36-45,9,4,29.807065985677824,desktop,10,Y,Y
easy,video,46-60,14,2,51.336192921687456,desktop,10,Y,Y
easy,coding,18-25,5,2,44.96600300843081,mobile,8,Y,Y
easy,video,46-60,16,4,28.09400740238095,mobile,10,Y,Y
medium,video,18-25,16,6,15.500640664009673,desktop,8,N,Y
easy,coding,46-60,12,7,46.04841171482896,mobile,3,N,Y
easy,video,26-35,16,6,29.41134871846363,mobile,20,N,Y
medium,coding,18-25,12,4,9.281994892771738,mobile,15,Y,Y
medium,combined,18-25,7,4,38.54916142191644,mobile,1,N,N
easy,video,26-35,15,2,42.308240210801586,mobile,3,Y,Y
hard,video,46-60,17,6,2.0,mobile,3,N,N
easy,combined,26-35,17,2,20.105344294405157,mobile,3,Y,Y
easy,combined,18-25,4,2,28.674551864307432,desktop,3,N,N
easy,video,18-25,14,6,38.81413093570341,desktop,5,Y,Y
easy,video,26-35,0,4,23.811040984509944,desktop,20,Y,N
medium,reading,18-25,12,2,20.014297176312763,desktop,20,Y,Y
easy,video,26-35,11,6,38.72603099616339,mobile,20,N,Y
hard,reading,36-45,7,7,24.38013152023009,desktop,15,N,N
easy,video,26-35,20,2,36.50465580658437,desktop,15,Y,Y
hard,coding,26-35,18,4,16.661812140304914,mobile,15,N,N
easy,video,26-35,0,3,13.77200376916322,desktop,20,N,Y
hard,coding,26-35,4,5,39.06322989084477,desktop,15,N,N
easy,video,18-25,4,7,33.030238923806564,desktop,15,N,N
hard,video,36-45,18,4,41.069468798834485,mobile,20,Y,Y
easy,video,26-35,10,6,23.6088839889427,desktop,10,Y,Y
hard,video,18-25,15,4,20.45873637024306,mobile,5,N,Y
medium,combined,18-25,17,7,46.32862665049093,desktop,3,Y,Y
medium,reading,26-35,16,3,11.724494832066359,desktop,8,N,Y
medium,video,18-25,1,3,45.017528510167494,desktop,3,Y,N
medium,combined,18-25,2,3,45.846056489788594,mobile,5,N,Y
hard,video,18-25,8,7,40.321074171192905,mobile,1,Y,N
easy,video,26-35,7,4,21.746309795874623,mobile,8,N,N
easy,video,26-35,15,1,20.201713959295688,desktop,30,N,Y
hard,video,26-35,3,0,27.479330724021604,mobile,8,N,Y
easy,coding,18-25,7,4,14.459523878023207,desktop,5,Y,Y
medium,video,18-25,4,6,18.459672014956837,mobile,8,N,Y
hard,video,26-35,3,3,37.73681149810855,desktop,8,N,N
medium,reading,36-45,3,4,37.79218937068988,desktop,15,Y,Y
easy,coding,26-35,4,6,17.405102081580523,desktop,15,N,Y
medium,video,18-25,11,4,38.113463223600895,mobile,1,N,N
medium,video,46-60,8,7,35.451639668877675,mobile,10,N,Y
hard,coding,36-45,9,5,48.11863505492524,mobile,1,N,Y
hard,combined,36-45,10,5,36.82963730241026,mobile,15,N,N
medium,video,26-35,15,6,42.70297264481253,mobile,30,N,Y
easy,video,36-45,18,5,35.72493109116253,desktop,30,N,Y
medium,reading,18-25,11,0,41.759149316366255,mobile,5,N,N
easy,combined,18-25,13,3,14.5545941211867,mobile,15,N,Y
medium,coding,26-35,15,1,28.539066514669038,desktop,20,Y,Y
medium,coding,26-35,14,4,29.532206781269643,mobile,20,N,Y
hard,coding,26-35,2,1,27.07500063677661,mobile,5,N,Y
easy,coding,26-35,20,4,35.32663956380071,mobile,10,N,Y
medium,video,26-35,3,2,37.61255585394901,mobile,5,N,Y
easy,video,26-35,8,0,34.70708492485378,desktop,1,N,Y
hard,video,26-35,13,0,27.876673425343945,mobile,15,N,N
medium,video,26-35,8,4,21.1712390418585,mobile,8,Y,Y
medium,video,36-45,5,0,43.166232889874806,desktop,5,N,Y
easy,video,18-25,19,6,34.19679379936602,mobile,20,N,Y
medium,video,18-25,1,6,17.7766336992071,mobile,10,N,Y
medium,combined,18-25,5,5,27.675749500204514,mobile,40,Y,N
medium,combined,36-45,20,1,9.080403867511663,mobile,20,N,Y
hard,coding,18-25,15,6,30.424447372169315,mobile,20,Y,Y
medium,reading,18-25,1,5,27.619440688816848,mobile,20,Y,Y
easy,video,18-25,15,3,23.106396595735944,mobile,3,N,Y
hard,reading,18-25,20,0,49.01520227764235,desktop,3,N,N
easy,video,18-25,2,4,16.12615056549465,desktop,30,N,Y
medium,video,46-60,8,6,38.47671542018803,mobile,3,Y,Y
easy,coding,36-45,9,0,56.24049793118248,mobile,8,N,Y
easy,video,26-35,2,0,42.92721484460026,mobile,15,N,Y
medium,video,36-45,4,3,29.621534614826796,desktop,5,N,Y
medium,video,18-25,3,4,16.39117632692007,mobile,5,Y,Y
hard,video,26-35,3,3,13.655253880986535,desktop,10,N,Y
easy,video,46-60,8,3,25.061379660509736,mobile,8,Y,Y
medium,video,26-35,9,2,21.7559911930331,desktop,15,N,Y
easy,reading,18-25,4,0,21.36543709250241,desktop,3,Y,N
easy,video,26-35,6,0,26.084238534345072,desktop,10,N,Y
medium,coding,18-25,4,0,28.773034885371757,mobile,5,Y,N
easy,video,26-35,16,5,35.822543371743556,desktop,15,Y,Y
easy,video,26-35,4,6,15.146445366450848,mobile,3,N,Y
hard,video,36-45,19,3,21.813074446403398,mobile,5,N,Y
easy,reading,26-35,11,0,28.083935006130226,mobile,20,N,Y
medium,coding,26-35,16,3,27.65417767892077,mobile,5,N,Y
easy,coding,46-60,13,7,52.03708448896107,mobile,15,N,Y
easy,video,46-60,5,1,32.78695911268629,mobile,5,N,Y
easy,video,18-25,12,3,10.636922256486905,mobile,5,N,N
medium,combined,18-25,5,4,35.018176339041176,mobile,5,Y,Y
easy,coding,18-25,2,2,36.54796467292775,mobile,20,N,Y
easy,reading,26-35,5,3,28.49846366106314,desktop,8,N,Y
medium,reading,18-25,5,3,15.439239907089584,mobile,5,N,N
easy,video,26-35,2,3,51.09665634376155,mobile,10,Y,Y
hard,reading,26-35,0,5,17.161393037024915,mobile,8,N,N
easy,reading,18-25,19,4,37.9292664769912,desktop,20,N,Y
easy,video,46-60,10,0,32.40060634876723,desktop,40,N,N
easy,reading,26-35,8,0,37.20972658835724,desktop,10,N,N
medium,video,36-45,19,3,50.48229509000796,mobile,10,N,N
easy,coding,18-25,4,7,36.73966646569242,mobile,8,Y,Y
medium,video,26-35,8,0,23.296029275477604,mobile,40,Y,Y
medium,video,18-25,17,0,43.271907301535535,mobile,10,N,Y
medium,combined,26-35,13,5,22.426806599470567,mobile,5,N,Y
easy,video,26-35,8,3,31.962696136743215,desktop,30,N,Y
hard,video,18-25,5,1,14.482996703810517,desktop,30,Y,Y
easy,reading,18-25,0,1,17.60062527195897,mobile,8,N,N
easy,video,46-60,1,5,30.616640045234238,mobile,8,N,Y
easy,video,36-45,3,4,34.417040502970465,desktop,15,N,Y
medium,reading,18-25,16,5,9.571312527707637,mobile,20,N,N
medium,coding,36-45,13,2,35.96744841600797,desktop,10,N,N
medium,reading,46-60,9,4,20.16685228082043,mobile,8,N,N
hard,combined,36-45,16,6,45.356256188054,mobile,8,N,Y
medium,video,46-60,3,2,25.7764268541059,desktop,8,N,Y
easy,reading,26-35,4,3,16.51653276540017,desktop,3,N,Y
medium,reading,36-45,8,1,30.909654695511026,desktop,20,N,Y
hard,reading,18-25,19,5,19.005179987055296,mobile,3,Y,N
hard,reading,36-45,12,0,45.22734169719751,desktop,8,N,Y
easy,video,18-25,17,1,30.006362490397198,mobile,20,N,Y
medium,reading,18-25,5,5,28.179880522880556,mobile,8,N,N
easy,reading,18-25,17,0,37.1016122271721,mobile,5,Y,Y
easy,video,36-45,1,7,17.940630729596485,desktop,30,Y,Y
hard,video,18-25,4,3,14.53015613605783,mobile,3,N,Y
easy,video,46-60,10,3,34.90021895329964,mobile,20,N,Y
hard,reading,26-35,1,4,16.80395150389429,mobile,3,N,Y
easy,video,46-60,18,5,16.79987815500652,desktop,8,N,N
easy,combined,26-35,18,3,40.04107237465065,desktop,15,N,Y
easy,video,36-45,11,7,36.30076931980728,mobile,8,N,Y
medium,reading,18-25,6,7,14.954045490565065,mobile,10,Y,Y
easy,coding,60+,2,1,22.570367484703965,mobile,5,N,Y
hard,reading,18-25,12,5,19.15522132864416,mobile,10,N,N
medium,video,36-45,11,2,51.315831576486964,desktop,3,Y,Y
medium,video,18-25,15,7,40.8721251308473,mobile,20,N,Y
hard,video,36-45,12,2,24.949861847936713,desktop,10,N,Y
easy,video,60+,2,2,36.914336272121915,desktop,10,Y,Y
easy,reading,36-45,2,5,13.725765768830048,desktop,3,N,Y
medium,combined,18-25,16,6,21.928246185726085,mobile,10,Y,Y
easy,combined,36-45,3,1,31.258359191302635,mobile,10,N,Y
medium,video,46-60,19,4,35.426768989750954,desktop,5,N,Y
easy,video,18-25,2,2,28.83049049383867,desktop,15,Y,Y
medium,combined,46-60,15,4,32.976162128570714,desktop,3,Y,Y
hard,video,18-25,20,4,30.940037519437514,mobile,5,N,N
easy,video,18-25,9,7,28.03707117573219,mobile,15,N,Y
hard,combined,46-60,1,7,26.446252893709275,mobile,3,N,Y
medium,video,18-25,18,5,24.884821527866592,mobile,5,N,Y
medium,video,18-25,3,5,32.783250103543054,mobile,15,N,Y
easy,video,60+,11,7,34.92978707039347,mobile,15,N,Y
medium,video,18-25,20,1,32.380310007826004,mobile,3,N,Y
easy,coding,46-60,15,5,15.856835399987284,desktop,3,N,Y
hard,coding,46-60,0,6,18.01286578628175,mobile,8,N,N
medium,combined,26-35,17,1,34.78658167137681,mobile,10,N,Y
easy,reading,26-35,3,7,47.66007960805054,mobile,10,N,Y
easy,combined,60+,15,5,31.828985538705062,desktop,15,N,Y
hard,video,36-45,13,2,25.05997905027607,mobile,20,N,Y
hard,video,18-25,6,3,32.692085465313305,desktop,30,N,Y
medium,reading,36-45,8,3,16.358142929838856,mobile,8,N,N
medium,reading,18-25,2,7,45.707317878437564,desktop,5,Y,Y
medium,video,26-35,20,7,32.23912973409634,desktop,5,N,Y
easy,coding,18-25,5,6,21.96651344147342,mobile,3,Y,Y
medium,video,18-25,6,5,27.9984544068855,mobile,8,N,Y
easy,video,26-35,10,0,23.67556521523661,mobile,20,N,Y
medium,reading,26-35,14,7,45.740039721802006,mobile,8,N,Y
easy,video,26-35,10,1,27.57311892663529,desktop,3,N,Y
medium,video,26-35,10,1,31.864388953387113,desktop,10,N,Y
medium,coding,26-35,12,0,36.8847174798155,desktop,40,N,N
easy,video,18-25,18,7,21.110800754825497,mobile,5,N,N
medium,video,46-60,8,3,32.32451359362189,mobile,20,N,Y
easy,video,26-35,17,1,33.29322683273052,desktop,20,N,N
easy,combined,18-25,16,0,11.351054147752546,desktop,8,N,N
easy,video,18-25,20,3,33.03235786533132,desktop,15,Y,N
easy,coding,18-25,19,5,29.450855220682328,desktop,8,N,Y
easy,coding,18-25,16,7,31.55959550539196,mobile,5,N,Y
